"","date","country","team","rating"
"18634","2000-05-20","Germany","Bayern München",1188
"18635","2002-03-13","Germany","Bayern München",1188
"18636","2003-03-01","Germany","Bayern München",1188
"18637","2003-05-17","Germany","Bayern München",1188
"18638","2003-10-04","Germany","Bayern München",1188
"18639","2003-12-10","Germany","Bayern München",1188
"18640","2008-11-09","Germany","Bayern München",1188
"18641","2009-01-30","Germany","Bayern München",1188
"18642","2010-03-09","Germany","Bayern München",1188
"18643","2011-12-16","Germany","Bayern München",1188
"18644","2005-12-03","Portugal","SL Benfica",1188
"18645","2008-03-06","Portugal","SL Benfica",1188
"18646","2009-11-05","Portugal","SL Benfica",1188
"18647","2003-04-19","France","Girondins Bordeaux",1188
"18648","2009-01-17","France","Girondins Bordeaux",1188
"18649","1994-12-10","Germany","Borussia Dortmund",1188
"18650","2016-10-22","Germany","Borussia Dortmund",1188
"18651","2005-05-05","Russia","CSKA Moskva",1188
"18652","1998-11-29","Spain","Deportivo La Coruña",1188
"18653","1998-12-13","Spain","Deportivo La Coruña",1188
"18654","2002-02-05","Spain","Deportivo La Coruña",1188
"18655","2002-09-14","Spain","Deportivo La Coruña",1188
"18656","2000-03-04","Italy","ACF Fiorentina",1188
"18657","2000-11-12","Italy","ACF Fiorentina",1188
"18658","2005-12-04","Italy","ACF Fiorentina",1188
"18659","2006-01-29","Italy","ACF Fiorentina",1188
"18660","2015-10-01","Italy","ACF Fiorentina",1188
"18661","2015-12-20","Italy","ACF Fiorentina",1188
"18662","2015-05-21","Belgium","KAA Gent",1188
"18663","2016-02-12","Belgium","KAA Gent",1188
"18664","2001-01-28","Italy","Inter",1188
"18665","2011-04-30","Italy","Inter",1188
"18666","2015-11-22","Italy","Inter",1188
"18667","2002-09-15","Italy","Lazio Roma",1188
"18668","2004-01-17","Italy","Lazio Roma",1188
"18669","2007-08-25","Italy","Lazio Roma",1188
"18670","1999-09-18","Spain","Málaga CF",1188
"18671","2001-09-08","Spain","Málaga CF",1188
"18672","2009-05-16","England","Manchester United",1188
"18673","2001-10-14","Italy","AC Milan",1188
"18674","2002-02-10","Italy","AC Milan",1188
"18675","2002-03-21","Italy","AC Milan",1188
"18676","2000-11-07","France","AS Monaco",1188
"18677","2003-08-16","France","AS Monaco",1188
"18678","2005-03-05","France","AS Monaco",1188
"18679","2005-11-19","France","AS Monaco",1188
"18680","2014-02-21","France","AS Monaco",1188
"18681","2015-08-19","France","AS Monaco",1188
"18682","2016-10-29","France","AS Monaco",1188
"18683","2018-01-28","France","AS Monaco",1188
"18684","1998-12-11","France","FC Nantes",1188
"18685","1994-03-06","Italy","SSC Napoli",1188
"18686","1996-10-27","Italy","SSC Napoli",1188
"18687","1997-01-12","Italy","SSC Napoli",1188
"18688","2015-11-01","Italy","SSC Napoli",1188
"18689","2010-03-17","Greece","Olympiakos Piräus",1188
"18690","2010-05-09","Greece","Olympiakos Piräus",1188
"18691","2010-11-06","Greece","Olympiakos Piräus",1188
"18692","2010-11-27","Greece","Olympiakos Piräus",1188
"18693","2018-03-04","Greece","Olympiakos Piräus",1188
"18694","1997-12-19","France","Olympique Lyon",1188
"18695","2010-10-30","France","Olympique Lyon",1188
"18696","2011-01-15","France","Olympique Lyon",1188
"18697","2015-01-11","France","Olympique Lyon",1188
"18698","2015-08-29","France","Olympique Lyon",1188
"18699","2000-01-12","France","Olympique Marseille",1188
"18700","2004-04-18","France","Olympique Marseille",1188
"18701","2009-05-13","France","Olympique Marseille",1188
"18702","2009-11-20","France","Olympique Marseille",1188
"18703","2018-02-18","France","Olympique Marseille",1188
"18704","2012-03-11","Greece","Panathinaikos",1188
"18705","2008-11-01","Portugal","FC Porto",1188
"18706","2016-10-29","Portugal","FC Porto",1188
"18707","1999-12-17","France","Paris Saint-Germain",1188
"18708","2000-02-05","France","Paris Saint-Germain",1188
"18709","2004-09-11","France","Paris Saint-Germain",1188
"18710","2007-09-01","Netherlands","PSV Eindhoven",1188
"18711","2011-12-18","Netherlands","PSV Eindhoven",1188
"18712","2015-02-03","Netherlands","PSV Eindhoven",1188
"18713","1999-02-20","Spain","Real Madrid",1188
"18714","2004-05-23","Spain","Real Madrid",1188
"18715","2009-08-30","Italy","AS Roma",1188
"18716","2009-09-23","Italy","AS Roma",1188
"18717","2009-10-04","Italy","AS Roma",1188
"18718","2004-09-22","Spain","Sevilla FC",1188
"18719","2004-11-13","Spain","Sevilla FC",1188
"18720","2008-03-15","Spain","Sevilla FC",1188
"18721","2008-04-13","Spain","Sevilla FC",1188
"18722","2015-02-01","Spain","Sevilla FC",1188
"18723","2017-01-07","Spain","Sevilla FC",1188
"18724","2016-08-21","Russia","Spartak Moskva",1188
"18725","2005-09-19","Portugal","Sporting CP",1188
"18726","2008-01-13","Portugal","Sporting CP",1188
"18727","2012-04-09","Portugal","Sporting CP",1188
"18728","2014-01-11","Portugal","Sporting CP",1188
"18729","2017-08-06","Portugal","Sporting CP",1188
"18730","1995-03-04","Spain","Valencia CF",1188
"18731","1995-10-04","Spain","Valencia CF",1188
"18732","1997-03-30","Spain","Valencia CF",1188
"18733","1997-05-18","Spain","Valencia CF",1188
"18734","1998-03-01","Spain","Valencia CF",1188
"18735","1999-08-21","Spain","Valencia CF",1188
"18736","2000-02-12","Spain","Valencia CF",1188
"18737","2001-12-09","Spain","Valencia CF",1188
"18738","2015-10-20","Spain","Valencia CF",1188
"18739","2006-04-14","Spain","Villarreal CF",1188
"18740","2009-02-21","Spain","Villarreal CF",1188
"18741","2010-12-18","Spain","Villarreal CF",1188
"18742","2011-02-05","Spain","Villarreal CF",1188
"18743","2015-01-24","Spain","Villarreal CF",1188
"18744","2016-01-03","Spain","Villarreal CF",1188
"18745","2015-09-22","Germany","VfL Wolfsburg",1188
"18746","2010-09-30","Russia","Zenit St. Petersburg",1188
"18747","2018-02-15","Russia","Zenit St. Petersburg",1188
"18748","2006-02-19","Netherlands","AFC Ajax",1187
"18749","2008-01-30","Netherlands","AFC Ajax",1187
"18750","2008-10-29","Netherlands","AFC Ajax",1187
"18751","2010-11-07","Netherlands","AFC Ajax",1187
"18752","2016-03-20","Netherlands","AFC Ajax",1187
"18753","1998-11-21","Spain","Atlético Madrid",1187
"18754","2007-11-29","Spain","Atlético Madrid",1187
"18755","2008-01-27","Spain","Atlético Madrid",1187
"18756","2009-09-30","Spain","Atlético Madrid",1187
"18757","2012-08-19","Spain","Atlético Madrid",1187
"18758","2004-05-11","France","AJ Auxerre",1187
"18759","2004-10-03","France","AJ Auxerre",1187
"18760","2000-10-01","Spain","FC Barcelona",1187
"18761","2002-02-09","Spain","FC Barcelona",1187
"18762","2002-12-07","Spain","FC Barcelona",1187
"18763","2003-02-22","Spain","FC Barcelona",1187
"18764","2003-04-27","Spain","FC Barcelona",1187
"18765","2001-04-14","Switzerland","FC Basel",1187
"18766","2001-09-16","Switzerland","FC Basel",1187
"18767","2014-08-09","Switzerland","FC Basel",1187
"18768","2013-11-09","Germany","Bayer Leverkusen",1187
"18769","2000-03-18","Germany","Bayern München",1187
"18770","2002-09-28","Germany","Bayern München",1187
"18771","2003-10-25","Germany","Bayern München",1187
"18772","2004-05-01","Germany","Bayern München",1187
"18773","2010-05-08","Germany","Bayern München",1187
"18774","2011-11-27","Germany","Bayern München",1187
"18775","2001-08-19","Portugal","SL Benfica",1187
"18776","2002-02-23","France","Girondins Bordeaux",1187
"18777","2006-04-02","France","Girondins Bordeaux",1187
"18778","2009-02-01","France","Girondins Bordeaux",1187
"18779","2012-11-22","France","Girondins Bordeaux",1187
"18780","2013-11-23","Germany","Borussia Dortmund",1187
"18781","2016-02-21","Germany","Borussia Dortmund",1187
"18782","2016-10-01","Germany","Borussia Dortmund",1187
"18783","2017-02-25","Germany","Borussia Dortmund",1187
"18784","2004-10-20","Russia","CSKA Moskva",1187
"18785","2006-09-13","Russia","CSKA Moskva",1187
"18786","2013-11-27","Russia","CSKA Moskva",1187
"18787","1998-02-01","Spain","Deportivo La Coruña",1187
"18788","2001-12-04","Spain","Deportivo La Coruña",1187
"18789","1995-03-12","Italy","ACF Fiorentina",1187
"18790","1995-10-22","Italy","ACF Fiorentina",1187
"18791","1997-05-18","Italy","ACF Fiorentina",1187
"18792","1997-11-09","Italy","ACF Fiorentina",1187
"18793","2006-09-17","Italy","ACF Fiorentina",1187
"18794","2006-11-26","Italy","ACF Fiorentina",1187
"18795","2008-09-24","Italy","ACF Fiorentina",1187
"18796","2013-11-02","Italy","ACF Fiorentina",1187
"18797","1995-11-19","Belgium","KAA Gent",1187
"18798","1996-10-05","Belgium","KAA Gent",1187
"18799","1998-05-10","Belgium","KAA Gent",1187
"18800","2002-05-05","Belgium","KAA Gent",1187
"18801","2006-11-18","Belgium","KAA Gent",1187
"18802","1999-04-18","Italy","Inter",1187
"18803","2000-01-09","Italy","Inter",1187
"18804","2000-10-26","Italy","Inter",1187
"18805","2011-04-13","Italy","Inter",1187
"18806","2012-03-11","Italy","Juventus",1187
"18807","2002-04-07","Italy","Lazio Roma",1187
"18808","2006-10-22","Italy","Lazio Roma",1187
"18809","2007-01-21","Italy","Lazio Roma",1187
"18810","2009-03-11","England","Manchester United",1187
"18811","2009-10-18","Italy","AC Milan",1187
"18812","2010-10-25","Italy","AC Milan",1187
"18813","1995-02-11","France","AS Monaco",1187
"18814","2005-03-20","France","AS Monaco",1187
"18815","2005-05-07","France","AS Monaco",1187
"18816","2005-10-15","France","AS Monaco",1187
"18817","2014-03-23","France","AS Monaco",1187
"18818","2015-05-23","France","AS Monaco",1187
"18819","1998-01-24","France","FC Nantes",1187
"18820","1998-10-24","France","FC Nantes",1187
"18821","2000-10-21","France","FC Nantes",1187
"18822","2001-10-20","France","FC Nantes",1187
"18823","2013-04-27","Italy","SSC Napoli",1187
"18824","2014-03-20","Italy","SSC Napoli",1187
"18825","2014-05-06","Italy","SSC Napoli",1187
"18826","2015-10-25","Italy","SSC Napoli",1187
"18827","1996-12-20","France","Olympique Lyon",1187
"18828","1997-03-15","France","Olympique Lyon",1187
"18829","2002-09-28","France","Olympique Lyon",1187
"18830","2003-09-13","France","Olympique Lyon",1187
"18831","2010-10-20","France","Olympique Lyon",1187
"18832","2015-04-26","France","Olympique Lyon",1187
"18833","2017-12-17","France","Olympique Lyon",1187
"18834","2018-04-01","France","Olympique Lyon",1187
"18835","2003-10-25","France","Olympique Marseille",1187
"18836","2006-09-10","France","Olympique Marseille",1187
"18837","2016-08-17","Portugal","FC Porto",1187
"18838","2002-09-11","France","Paris Saint-Germain",1187
"18839","2003-12-19","France","Paris Saint-Germain",1187
"18840","2011-10-23","France","Paris Saint-Germain",1187
"18841","2012-04-08","France","Paris Saint-Germain",1187
"18842","2012-04-22","France","Paris Saint-Germain",1187
"18843","2011-04-14","Netherlands","PSV Eindhoven",1187
"18844","2015-08-16","Netherlands","PSV Eindhoven",1187
"18845","2017-12-10","Netherlands","PSV Eindhoven",1187
"18846","2007-03-10","Spain","Real Madrid",1187
"18847","1994-04-10","Italy","AS Roma",1187
"18848","1997-11-01","Italy","AS Roma",1187
"18849","2003-05-24","Italy","AS Roma",1187
"18850","2018-01-28","Italy","AS Roma",1187
"18851","1994-01-30","Spain","Sevilla FC",1187
"18852","1995-09-09","Spain","Sevilla FC",1187
"18853","2008-05-07","Spain","Sevilla FC",1187
"18854","2009-05-09","Spain","Sevilla FC",1187
"18855","2010-01-09","Spain","Sevilla FC",1187
"18856","2016-10-02","Russia","Spartak Moskva",1187
"18857","2007-12-02","Portugal","Sporting CP",1187
"18858","2009-12-07","Portugal","Sporting CP",1187
"18859","2014-09-30","Portugal","Sporting CP",1187
"18860","2015-02-22","Portugal","Sporting CP",1187
"18861","2015-02-26","Portugal","Sporting CP",1187
"18862","1994-12-03","Spain","Valencia CF",1187
"18863","1997-03-08","Spain","Valencia CF",1187
"18864","2003-04-08","Spain","Valencia CF",1187
"18865","2007-11-03","Spain","Valencia CF",1187
"18866","2010-08-28","Spain","Valencia CF",1187
"18867","2010-10-16","Spain","Valencia CF",1187
"18868","2015-02-15","Spain","Valencia CF",1187
"18869","2002-09-19","Russia","Zenit St. Petersburg",1187
"18870","2006-04-16","Netherlands","AFC Ajax",1186
"18871","2008-03-23","Netherlands","AFC Ajax",1186
"18872","2009-03-01","Netherlands","AFC Ajax",1186
"18873","2011-05-01","Netherlands","AFC Ajax",1186
"18874","2016-08-03","Netherlands","AFC Ajax",1186
"18875","2007-01-20","Spain","Atlético Madrid",1186
"18876","2012-05-05","Spain","Atlético Madrid",1186
"18877","2000-01-26","France","AJ Auxerre",1186
"18878","2003-12-20","France","AJ Auxerre",1186
"18879","2004-03-28","France","AJ Auxerre",1186
"18880","2004-12-15","France","AJ Auxerre",1186
"18881","1998-12-13","Spain","FC Barcelona",1186
"18882","2000-10-28","Spain","FC Barcelona",1186
"18883","2001-09-25","Spain","FC Barcelona",1186
"18884","2003-03-02","Spain","FC Barcelona",1186
"18885","2003-03-11","Spain","FC Barcelona",1186
"18886","2004-01-11","Spain","FC Barcelona",1186
"18887","2000-11-19","Switzerland","FC Basel",1186
"18888","2008-11-26","Switzerland","FC Basel",1186
"18889","2013-02-14","Switzerland","FC Basel",1186
"18890","1995-09-23","Germany","Bayern München",1186
"18891","1999-11-06","Germany","Bayern München",1186
"18892","2000-03-04","Germany","Bayern München",1186
"18893","2004-03-27","Germany","Bayern München",1186
"18894","2006-05-13","Germany","Bayern München",1186
"18895","2006-11-05","Germany","Bayern München",1186
"18896","2006-12-16","Germany","Bayern München",1186
"18897","2007-10-28","Germany","Bayern München",1186
"18898","2008-03-06","Germany","Bayern München",1186
"18899","2008-04-27","Germany","Bayern München",1186
"18900","2009-05-23","Germany","Bayern München",1186
"18901","2006-10-28","Portugal","SL Benfica",1186
"18902","2008-11-27","Portugal","SL Benfica",1186
"18903","1995-04-30","France","Girondins Bordeaux",1186
"18904","2008-03-02","France","Girondins Bordeaux",1186
"18905","2008-10-28","France","Girondins Bordeaux",1186
"18906","1995-10-28","Germany","Borussia Dortmund",1186
"18907","1996-03-16","Germany","Borussia Dortmund",1186
"18908","2017-09-20","Germany","Borussia Dortmund",1186
"18909","2017-09-26","Germany","Borussia Dortmund",1186
"18910","1997-11-12","Spain","Deportivo La Coruña",1186
"18911","1997-11-16","Spain","Deportivo La Coruña",1186
"18912","1998-12-19","Spain","Deportivo La Coruña",1186
"18913","2004-11-23","Spain","Deportivo La Coruña",1186
"18914","2000-11-26","Italy","ACF Fiorentina",1186
"18915","2009-08-30","Italy","ACF Fiorentina",1186
"18916","2009-09-26","Italy","ACF Fiorentina",1186
"18917","2013-10-27","Italy","ACF Fiorentina",1186
"18918","1995-08-16","Belgium","KAA Gent",1186
"18919","1996-01-28","Belgium","KAA Gent",1186
"18920","1998-09-02","Belgium","KAA Gent",1186
"18921","2006-04-08","Belgium","KAA Gent",1186
"18922","2001-05-06","Italy","Inter",1186
"18923","2001-11-22","Italy","Inter",1186
"18924","2012-10-28","Italy","Inter",1186
"18925","2017-10-30","Italy","Inter",1186
"18926","2006-04-30","Italy","Lazio Roma",1186
"18927","2012-10-07","Spain","Málaga CF",1186
"18928","2008-04-20","Italy","AC Milan",1186
"18929","2000-11-18","France","AS Monaco",1186
"18930","2003-02-08","France","AS Monaco",1186
"18931","2014-04-20","France","AS Monaco",1186
"18932","2014-12-09","France","AS Monaco",1186
"18933","2015-04-14","France","AS Monaco",1186
"18934","2017-11-29","France","AS Monaco",1186
"18935","1999-08-06","France","FC Nantes",1186
"18936","2001-11-28","France","FC Nantes",1186
"18937","1994-03-13","Italy","SSC Napoli",1186
"18938","2014-03-17","Italy","SSC Napoli",1186
"18939","1994-11-19","Greece","Olympiakos Piräus",1186
"18940","2018-04-16","Greece","Olympiakos Piräus",1186
"18941","1995-11-08","France","Olympique Lyon",1186
"18942","1996-11-06","France","Olympique Lyon",1186
"18943","2009-04-04","France","Olympique Lyon",1186
"18944","2011-08-27","France","Olympique Lyon",1186
"18945","2015-09-16","France","Olympique Lyon",1186
"18946","2009-12-16","France","Olympique Marseille",1186
"18947","2011-05-15","France","Olympique Marseille",1186
"18948","2014-05-04","Portugal","FC Porto",1186
"18949","2002-01-24","France","Paris Saint-Germain",1186
"18950","2004-11-07","France","Paris Saint-Germain",1186
"18951","2009-03-07","France","Paris Saint-Germain",1186
"18952","2011-04-10","Netherlands","PSV Eindhoven",1186
"18953","2011-11-06","Netherlands","PSV Eindhoven",1186
"18954","2015-05-10","Netherlands","PSV Eindhoven",1186
"18955","2017-10-22","Netherlands","PSV Eindhoven",1186
"18956","2017-12-23","Netherlands","PSV Eindhoven",1186
"18957","2004-09-25","Italy","AS Roma",1186
"18958","2008-11-16","Italy","AS Roma",1186
"18959","2009-05-24","Italy","AS Roma",1186
"18960","2016-03-08","Italy","AS Roma",1186
"18961","2005-12-01","Spain","Sevilla FC",1186
"18962","2006-04-20","Spain","Sevilla FC",1186
"18963","2009-02-21","Spain","Sevilla FC",1186
"18964","2010-01-23","Spain","Sevilla FC",1186
"18965","2014-10-19","Spain","Sevilla FC",1186
"18966","2008-02-03","Portugal","Sporting CP",1186
"18967","2015-03-15","Portugal","Sporting CP",1186
"18968","1994-01-02","Spain","Valencia CF",1186
"18969","1995-04-09","Spain","Valencia CF",1186
"18970","1997-04-12","Spain","Valencia CF",1186
"18971","1998-04-12","Spain","Valencia CF",1186
"18972","2005-08-27","Spain","Valencia CF",1186
"18973","2007-09-02","Spain","Valencia CF",1186
"18974","2010-09-29","Spain","Valencia CF",1186
"18975","2018-04-14","Spain","Valencia CF",1186
"18976","2009-03-01","Spain","Villarreal CF",1186
"18977","2011-01-09","Spain","Villarreal CF",1186
"18978","2011-05-11","Spain","Villarreal CF",1186
"18979","2016-03-05","Spain","Villarreal CF",1186
"18980","2006-01-29","Netherlands","AFC Ajax",1185
"18981","2011-01-19","Netherlands","AFC Ajax",1185
"18982","2013-05-12","Netherlands","AFC Ajax",1185
"18983","2014-02-02","Netherlands","AFC Ajax",1185
"18984","2014-03-02","Netherlands","AFC Ajax",1185
"18985","2016-04-17","Netherlands","AFC Ajax",1185
